IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,KEN,Kenya,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,4.99,,,3.42,,7.22,5.0 [3.4 - 7.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,CMR,Cameroon,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,4.98,,,3.36,,7.44,5.0 [3.4 - 7.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,CHL,Chile,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,4.95,,,3.53,,6.45,5.0 [3.5 - 6.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5,,,3.53,,6.64,5.0 [3.5 - 6.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,UGA,Uganda,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.04,,,3.57,,7.07,5.0 [3.6 - 7.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,FIN,Finland,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.01,,,3.77,,6.28,5.0 [3.8 - 6.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,BEN,Benin,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.02,,,4.05,,6.13,5.0 [4.0 - 6.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,NOR,Norway,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.11,,,3.35,,6.81,5.1 [3.4 - 6.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,NOR,Norway,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.08,,,3.71,,6.55,5.1 [3.7 - 6.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,USA,United States of America,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.12,,,3.71,,6.49,5.1 [3.7 - 6.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,HRV,Croatia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.14,,,3.69,,6.68,5.1 [3.7 - 6.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.15,,,3.7,,7.02,5.1 [3.7 - 7.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,USA,United States of America,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.08,,,4.11,,6.08,5.1 [4.1 - 6.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,FRA,France,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.15,,,4.24,,6.17,5.1 [4.2 - 6.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,HRV,Croatia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.15,,,3.38,,7.02,5.2 [3.4 - 7.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.21,,,3.39,,7.23,5.2 [3.4 - 7.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.22,,,3.36,,7.69,5.2 [3.4 - 7.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.2,,,3.43,,7.8,5.2 [3.4 - 7.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,TGO,Togo,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.2,,,3.52,,7.68,5.2 [3.5 - 7.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,LSO,Lesotho,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.22,,,3.73,,6.73,5.2 [3.7 - 6.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,HTI,Haiti,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.24,,,3.91,,6.87,5.2 [3.9 - 6.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.24,,,3.87,,7.07,5.2 [3.9 - 7.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,FRA,France,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.17,,,3.99,,6.4,5.2 [4.0 - 6.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.21,,,4.05,,6.93,5.2 [4.1 - 6.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.34,,,3.15,,7.42,5.3 [3.2 - 7.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.3,,,3.29,,7.54,5.3 [3.3 - 7.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.34,,,3.35,,7.52,5.3 [3.4 - 7.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.32,,,3.4,,7.61,5.3 [3.4 - 7.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.32,,,3.52,,7.06,5.3 [3.5 - 7.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.26,,,3.74,,6.79,5.3 [3.7 - 6.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.28,,,3.79,,6.91,5.3 [3.8 - 6.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,SUR,Suriname,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.29,,,4.07,,6.6,5.3 [4.1 - 6.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,ECU,Ecuador,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.34,,,4.25,,6.75,5.3 [4.3 - 6.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.5,,,3.57,,8.23,5.5 [3.6 - 8.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,AUT,Austria,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.51,,,3.69,,7.27,5.5 [3.7 - 7.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,AUT,Austria,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.49,,,3.99,,6.96,5.5 [4.0 - 7.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,DEU,Germany,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.49,,,4,,7.03,5.5 [4.0 - 7.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,SUR,Suriname,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.53,,,4.04,,7.13,5.5 [4.0 - 7.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.47,,,4.14,,6.95,5.5 [4.1 - 7.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,DEU,Germany,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.47,,,4.19,,6.79,5.5 [4.2 - 6.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,PRY,Paraguay,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.47,,,4.32,,6.68,5.5 [4.3 - 6.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ALB,Albania,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.59,,,3.21,,8.4,5.6 [3.2 - 8.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.55,,,3.73,,8.37,5.6 [3.7 - 8.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.65,,,3.85,,7.86,5.6 [3.8 - 7.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.62,,,3.81,,8.32,5.6 [3.8 - 8.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,ECU,Ecuador,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.64,,,4.23,,7.43,5.6 [4.2 - 7.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.61,,,4.27,,7.38,5.6 [4.3 - 7.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.63,,,4.36,,6.87,5.6 [4.4 - 6.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ALB,Albania,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.66,,,2.85,,8.92,5.7 [2.9 - 8.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.69,,,3.71,,8.32,5.7 [3.7 - 8.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.65,,,4.04,,7.19,5.7 [4.0 - 7.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.74,,,3.99,,7.61,5.7 [4.0 - 7.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.68,,,4.18,,7.19,5.7 [4.2 - 7.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,MEX,Mexico,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.71,,,4.34,,7.15,5.7 [4.3 - 7.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.71,,,4.26,,7.24,5.7 [4.3 - 7.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.67,,,4.43,,6.92,5.7 [4.4 - 6.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.77,,,3.17,,8.74,5.8 [3.2 - 8.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.84,,,3.42,,8.14,5.8 [3.4 - 8.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.77,,,3.57,,7.89,5.8 [3.6 - 7.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.8,,,3.58,,7.95,5.8 [3.6 - 8.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.84,,,3.7,,7.85,5.8 [3.7 - 7.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.76,,,3.82,,7.72,5.8 [3.8 - 7.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.84,,,4.02,,7.74,5.8 [4.0 - 7.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.77,,,4.11,,7.34,5.8 [4.1 - 7.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.8,,,4.14,,7.34,5.8 [4.1 - 7.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.84,,,4.06,,8,5.8 [4.1 - 8.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.76,,,4.54,,7.07,5.8 [4.5 - 7.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.75,,,4.57,,7.12,5.8 [4.6 - 7.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,BHS,Bahamas,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.87,,,3.96,,8.13,5.9 [4.0 - 8.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.93,,,3.98,,8.22,5.9 [4.0 - 8.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.86,,,4.24,,7.54,5.9 [4.2 - 7.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.94,,,4.21,,8.03,5.9 [4.2 - 8.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.86,,,4.27,,7.6,5.9 [4.3 - 7.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.91,,,4.34,,7.77,5.9 [4.3 - 7.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,PRY,Paraguay,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.93,,,4.4,,7.56,5.9 [4.4 - 7.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.93,,,4.47,,7.84,5.9 [4.5 - 7.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.86,,,4.48,,8.23,5.9 [4.5 - 8.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,HUN,Hungary,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,6.03,,,3.93,,8.09,6.0 [3.9 - 8.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,6.02,,,4.07,,8.21,6.0 [4.1 - 8.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,5.96,,,4.07,,8.36,6.0 [4.1 - 8.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,MEX,Mexico,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,5.98,,,4.18,,7.85,6.0 [4.2 - 7.9],,,EN,2024-08-12T22:00:00.000Z
